 o	14292411
 h	10649900
e 	10384958
 e	10203100
n 	9302209
o 	8827673
 a	8500827
 n	8103535
te	7188415
a 	6764533
t 	6479397
 i	6179755
h 	6093391
i 	5944421
et	5609164
 r	4885183
ae	4578465
r 	4520665
l 	4517983
s 	4424694
ie	3768705
 u	3748945
es	3746745
ad	3733700
oe	3586392
ee	3448518
ig	3304439
  	3213361
 f	3000970
sa	2871658
 t	2831341
to	2803383
nt	2802814
ta	2718739
ea	2615568
ot	2593048
ei	2551732
u 	2549009
ne	2463470
 s	2452119
tr	2427941
in	2385742
ai	2361749
at	2276855
c 	2102001
 l	2079663
ra	2052469
ti	1981466
so	1981125
os	1978963
si	1889715
fr	1881022
al	1858379
re	1854083
eo	1840808
ih	1782843
ht	1773311
as	1737559
rt	1735583
rs	1735346
st	1683148
er	1665770
hs	1641504
se	1611329
tt	1604559
dt	1591733
ii	1561406
hr	1555054
mn	1537875
ec	1531462
ni	1514317
d 	1500786
ed	1493049
ep	1491710
it	1474312
gt	1474056
ns	1439097
ue	1438715
cn	1411085
m 	1409512
tn	1397359
is	1387671
hn	1382296
ol	1356572
yu	1346695
or	1337585
na	1317514
rn	1313276
pr	1299626
ut	1285122
il	1284762
ri	1283070
oi	1277264
sr	1251517
el	1235583
ia	1231038
on	1228229
po	1212550
g 	1196437
en	1155831
ls	1125968
da	1124284
rc	1120988
v 	1095360
od	1093756
lt	1086802
oa	1078988
no	1066912
 p	1066395
sn	1055981
ts	1040641
rm	1037672
vr	1034091
wt	1033452
pe	1018541
ce	1015883
ln	993138
ss	991697
b 	985503
ef	974744
td	969896
ud	951510
ft	932983
ew	923185
dn	919314
ao	910004
ds	901007
ci	897518
rd	895309
la	894966
ro	882707
em	865830
tl	864144
nl	861159
le	855457
ac	854818
wr	851711
tm	847524
 y	839352
mt	830837
cs	829277
tc	819932
dr	814821
aa	814157
cm	808788
.T	807868
sm	805109
cu	803747
lo	802803
eh	790800
k 	790329
y 	788829
di	780989
an	779243
om	778392
ui	775927
mr	774789
nr	771726
eb	761784
sc	761548
ey	760841
ga	760310
fe	749963
e.	748664
ca	748227
be	747247
Te	745623
 c	739332
cl	738919
eu	731699
e,	730851
og	730771
lc	727554
ya	723239
sl	709963
sd	708002
de	701915
nw	701199
w 	700494
ok	698129
,a	697151
rl	696327
bt	687209
uh	685852
pi	683761
ms	678548
ay	676271
op	675228
ak	673329
dc	672544
ly	665814
rp	650693
pa	650677
ul	647888
yt	644153
sw	640647
cr	639600
ml	633354
fo	631165
 m	629431
do	625940
id	625268
oh	620210
ws	617195
.I	608089
ap	602499
ah	598958
ha	594488
 v	587844
hl	587689
tw	587096
wl	584663
us	579598
co	566676
eg	558596
we	557607
ru	556115
fc	551603
pn	550819
li	550605
hi	545021
hm	537984
sf	534614
ge	534565
go	534168
ar	529935
ty	528442
vn	528340
lr	526173
iy	526136
hv	523759
su	517245
ag	508739
rh	504632
gi	504552
ua	503181
sb	500822
iu	497279
,t	496123
rg	489186
oc	487656
dd	485076
ho	482129
 x	481899
oo	478098
dw	477596
ic	477494
ev	473201
ny	472298
tp	470865
nn	467057
db	465987
df	465890
wi	462814
gn	460088
th	457508
fl	450585
ld	447313
n.	446845
of	444830
sp	444768
rf	431271
ma	431239
n,	430248
me	429257
rv	429140
 b	429043
I 	428102
 d	426743
rw	425250
pt	424138
uc	422151
ct	414015
ps	413735
nc	412637
nm	410985
kn	409519
hy	409511
tb	407166
p 	405851
tf	404593
nu	400409
nh	399460
rb	398693
hc	398489
gs	395408
pc	394554
lw	391420
 w	391323
fn	390563
bi	387967
hu	380172
o.	379829
lg	379247
sh	379155
vl	378062
nd	376825
fa	374781
yo	374493
ob	374200
ou	373999
br	373121
dy	372486
am	371832
fi	365991
ry	365717
wn	364737
hd	363281
dm	359027
.A	358992
oy	358076
ik	350666
r.	350634
o,	350394
ys	345129
md	343608
,w	342341
dl	335199
au	333077
lb	331869
sg	331867
yi	330966
r,	327161
dp	326333
l,	323991
hw	322400
gr	321564
sy	319019
hp	318522
tv	317156
f 	316760
tu	314794
mi	311452
ek	311310
lm	310153
nf	306820
wa	305770
bc	303852
wy	303229
dh	302508
bl	302184
wo	300872
ur	299710
vd	293236
ye	292511
a,	290747
he	290507
pl	289383
vs	287731
mo	287560
tg	284562
af	283699
bs	283235
un	281350
yn	281285
l.	280573
ip	279809
t.	278988
bu	278221
ko	277999
lv	276161
,b	272825
a.	266866
nb	265443
fs	264652
i.	264492
if	262912
ba	259678
rr	259316
.W	256068
yh	255888
yw	255618
lf	254878
bo	249499
,i	249250
t,	248148
io	247785
kt	247757
lp	245556
yr	239562
lk	238614
up	237855
ab	237783
yc	237307
np	236721
.S	236207
,s	235862
i,	225334
mc	224913
cp	224232
cd	215526
im	212278
ir	210036
yf	209911
yd	208110
 g	205773
mk	205277
xe	201491
py	201139
sv	197941
du	197340
ow	196371
yb	196102
wu	195596
s,	194575
gm	194057
ng	193539
s.	193158
lh	192716
tk	192532
fy	192447
c.	188413
dv	188353
ug	187847
.H	187488
gl	183877
bn	182690
mu	182538
yp	180642
Ti	176779
c,	176485
js	176207
aw	173871
fu	167425
A 	166772
.B	164984
kd	164468
fm	164047
dg	162672
qi	161855
lu	160523
vc	157368
ka	156942
mg	156100
nv	151705
fw	151623
yl	149319
 .	148579
mm	147725
iv	146200
gf	146124
ub	145224
gv	145017
ym	144648
,o	144380
gd	142859
Sa	141260
gw	140168
my	139858
av	139681
gc	138711
hg	138636
vt	138514
eC	134417
Yu	133661
ov	132448
S 	130871
Cn	130187
qe	128630
bd	128552
,h	128170
.M	128031
ks	126624
eS	126057
ke	122311
,I	122133
.O	121937
Fr	121127
uo	120648
Iw	120639
.F	119633
by	119503
gp	118069
pd	116643
u.	116382
m.	114736
W 	112963
uu	112452
u,	112362
H 	111992
wd	111055
.C	110754
Ta	110665
gh	109804
gy	109766
bg	109621
. 	109537
,c	108653
Is	107607
Ad	107431
Cr	107211
Se	106560
uw	106107
Bt	106005
,y	105688
eI	105464
uf	104981
.Y	104369
g.	104164
At	103760
kr	103750
Id	103491
um	103360
Mr	103259
 S	103214
gb	102586
tI	102445
g,	101618
kl	100724
m,	100005
,p	99682
mv	99396
d.	99277
eA	98735
.P	98364
fh	98309
ki	97875
ve	96971
pw	96882
,e	95434
qa	93797
iw	93501
O 	93068
uk	92866
rq	91919
uy	91379
d,	91207
pp	90362
ll	90045
T 	89780
, 	89676
It	89631
 k	89505
wm	89452
fp	89111
ky	89078
jc	89048
Ih	88364
pb	88247
,m	88003
Mn	87660
x 	87564
,f	86463
Im	86377
pu	85908
Ia	85678
eM	85603
.D	85595
 I	84942
Ae	84821
yg	84592
Sr	84526
fd	84293
.N	83838
bf	83636
hf	83492
hb	82914
Po	82398
ej	82318
z 	80980
hh	80953
dI	80662
eB	80497
vi	79283
 A	78899
eP	78194
M 	77159
cv	76582
Ca	76167
As	75753
fg	75474
zn	75219
mw	74938
.E	73777
We	73651
Pr	73515
xm	72733
 T	72462
Sn	72138
xr	71720
Nt	70969
 P	70947
